Start,End,Open,High,Low,Close,Volume,Market Cap
2024-10-21,2024-10-22,128.81186898830197,131.15863566703374,124.41105574851176,128.49396616121552,6651446015.147299,60218892356.33433
2024-10-20,2024-10-21,122.64364540896872,128.96874109556336,121.1084242708951,128.11868988301978,3446898069.545644,57628943622.27605
2024-10-19,2024-10-20,119.14124650561027,122.69601312273298,118.43867201638801,122.6223132667442,2844125451.8815007,56006060157.17237
2024-10-18,2024-10-19,115.90168731854203,120.19969041439803,115.26488051690012,119.1417085736729,3689286981.0310864,55409054205.59887
2024-10-17,2024-10-18,119.1382430632032,119.65652940678162,113.8440982356701,115.8076564677977,3968624112.9547653,54816325101.25986
2024-10-16,2024-10-17,119.25992098636128,121.31681696713926,117.85585016672955,118.74255877890813,7325926071.066121,55775697854.24392
2024-10-15,2024-10-16,121.12428860771192,122.10472002525972,116.2051120129995,119.09596383547296,11343819489.985266,55888115916.46034
2024-10-14,2024-10-15,113.81668219728766,121.46475575852322,113.26828441829483,121.25374467659086,8931316916.209806,55316028314.78491
2024-10-13,2024-10-14,112.95038159120838,114.50993831391362,111.55462799670391,113.70224334044403,5236087031.869307,52904109539.05437
2024-10-12,2024-10-13,112.2801518663699,113.49939546095139,111.57311071920894,113.01969180060223,6334184082.847354,52818684878.46309
2024-10-11,2024-10-12,107.05616437301214,112.72219697961509,106.89574974393729,111.87838368591694,7172528841.695455,51578853222.75166
2024-10-10,2024-10-11,107.19763421151936,108.3043642328515,104.50269924759917,106.9706817814264,6696715697.984264,50094051920.81184
2024-10-09,2024-10-10,110.64427690198765,111.71750698877945,107.06140114438855,107.39717060322985,6252298500.6562195,51339176134.19261
2024-10-08,2024-10-09,111.24935502999593,112.03933739439817,108.99484794110172,110.5355368845831,8563656000.907714,51892086701.94681
2024-10-07,2024-10-08,112.84926569683714,116.82297402407373,110.68809635659332,111.1529368275947,7736117257.36201,53461471100.97537
2024-10-06,2024-10-07,109.60123526195407,113.00421252050427,109.48610330301653,112.77764514713017,4455866410.171487,52097403198.13084
2024-10-05,2024-10-06,110.54855180168038,111.67330247745494,108.74648635744046,109.98282647033906,6794536870.044861,51716547362.75189
2024-10-04,2024-10-05,105.6894440551093,111.18597469407244,104.89152952229863,110.36310848587998,9284721614.59944,50805103475.063095
2024-10-03,2024-10-04,107.9137626972453,110.09210556715004,102.90740926138419,105.5230225412203,10937353547.304834,49957558605.86337
2024-10-02,2024-10-03,111.79744476361367,114.62915187407106,107.2942064366081,108.26555051559095,13039678486.054653,52458287926.66062
2024-10-01,2024-10-02,117.62435406735412,121.23942056664946,110.4022302485156,112.08092352003449,10145365788.641642,54958344497.734024
2024-09-30,2024-10-01,121.86921933600819,122.94637700133228,117.24052952999976,117.6031759478171,9492716850.323515,56385816266.25822
2024-09-29,2024-09-30,121.07014963304094,124.45087061324132,119.60939846439379,122.22793817529322,6291589396.442243,56907835361.5912
2024-09-28,2024-09-29,121.69848518686803,122.63016842380883,119.77597400097035,120.99521759555181,9084836082.299313,56810962783.7556
2024-09-27,2024-09-28,119.6785546511001,124.01498640749782,118.74533118728388,121.55247167907832,12622080150.811825,56829225457.14618
2024-09-26,2024-09-27,114.32172258973746,121.57234060577122,113.25865800032344,119.72460743467514,9453786544.578016,55138076262.03949
2024-09-25,2024-09-26,117.42874525417595,118.34209979129925,113.63016072267445,114.16277117619425,10732431674.70666,54416768818.4128
2024-09-24,2024-09-25,111.57118543561465,118.24699078174216,110.48316917081887,117.66801949927225,9471692450.223772,53064504370.48499
2024-09-23,2024-09-24,111.10064612517424,114.63392657738484,110.02179421028717,111.70518517377609,8925238865.988375,52243984763.319046
2024-09-22,2024-09-23,115.28028278565432,115.37338950027339,108.96026984774856,111.58227506911769,6010072950.119699,52580954358.854126
2024-09-21,2024-09-22,112.76724861572109,115.3208677638216,111.51681542691239,115.3208677638216,9037420737.338268,53132486406.800156
2024-09-20,2024-09-21,110.274006361137,116.9412634481059,108.90012398826347,112.73736821433798,12557689752.465416,53177932526.70435
2024-09-19,2024-09-20,103.84486834910783,110.8317995240699,103.78972822696782,109.95748973823844,11186406654.233583,50558093025.22212
2024-09-18,2024-09-19,101.46768218958653,102.75022910874772,98.21657130095262,102.75022910874772,7078255326.8250065,47064699561.04339
2024-09-17,2024-09-18,101.4528960115825,103.93913023388345,100.617939022418,101.43449030042125,4343019335.154898,47712827919.7033
2024-09-16,2024-09-17,101.60530146090518,101.9775742966939,99.69218565894757,101.45058567126938,3399335246.4418006,47255840061.68206
2024-09-15,2024-09-16,105.8773517339104,106.24030619710284,101.14069202393512,101.4690683937744,2037800442.5200613,48865726731.15798
2024-09-14,2024-09-15,107.20040661989509,107.60055756212891,104.90654673433396,105.78439904197887,3272660006.2489204,49638466756.04633
2024-09-13,2024-09-14,104.70816551278003,107.55319558570976,101.8880101038883,106.9370278241985,3140752454.913682,48820772386.51473
2024-09-12,2024-09-13,102.12574412210918,105.07828203094316,102.12574412210918,104.89545710083094,3965891895.0793157,48617256884.44249
2024-09-11,2024-09-12,104.48344641165643,104.60735766378387,99.0778661696868,102.15662567096132,4177097458.722255,47690751794.26905
2024-09-10,2024-09-11,103.82754079675937,105.97746648081261,102.28007485502614,104.53273367166982,4437477370.466182,48559138728.17564
2024-09-09,2024-09-10,100.25506157056934,104.859800848665,98.07625663260197,103.99326920855442,3817624934.1735406,47087943863.92122
2024-09-08,2024-09-09,98.3711330679009,101.30503423154231,97.78161123133437,100.23696390478318,2640160268.6402535,46425440833.706024
2024-09-07,2024-09-08,96.50745854864421,99.60770421483085,95.86695520250133,98.43343524501158,5568975164.847879,45724794340.84689
2024-09-06,2024-09-07,99.85421752624161,103.321345234153,93.56701142078228,96.35851860979122,4889004060.808157,46224971152.50052
2024-09-05,2024-09-06,102.9903504786255,104.02499788218803,98.83119883558848,99.73970165805423,4355453291.063676,47403286021.84809
2024-09-04,2024-09-05,98.52523276678654,103.81745231072536,95.36091366258249,103.04110095417055,5017831840.514498,46915828329.50025
2024-09-03,2024-09-04,104.1512194746286,105.65109240591138,98.46485587327014,98.46485587327014,3923970921.1901054,47799316802.88775
2024-09-02,2024-09-03,99.44128270094184,104.29923527735636,98.33178027123394,104.05895988479102,4962280129.699447,47261608779.05974
2024-09-01,2024-09-02,104.3271903951452,104.8038906130873,99.03966854317642,99.34270818091504,2809643834.722708,47761187361.28465
2024-08-31,2024-09-01,106.47958044219914,107.13925961294098,103.8330086021671,104.43431317433058,3802533004.79185,49186276694.57491
2024-08-30,2024-08-31,107.98407405410816,108.75919322916265,102.32612763860116,106.57261014547443,4679264584.820173,47825170992.987755
2024-08-29,2024-08-30,111.12952537908834,113.49023111104265,106.75427990543007,107.99716598254922,4973315675.012343,49791746353.720825
2024-08-28,2024-08-29,112.98141716274807,114.61428868472325,108.77937020123065,111.04874047947263,5904911317.962745,50440883373.030846
2024-08-27,2024-08-28,121.44842935364379,122.98195624215445,112.1835026299374,113.28900046976919,4874377920.877257,53782873785.03268
2024-08-26,2024-08-27,123.06897906061562,124.627149579133,120.40030496492133,121.03426234684368,4361942617.288746,55037664055.288025
2024-08-25,2024-08-26,123.59250217557044,124.78810328761426,119.81093715104235,122.41700102425087,4549011292.557052,54951704759.83771
2024-08-24,2024-08-25,118.18938629660148,124.89006630676698,117.23267437293514,123.73050650360798,5370978659.238944,54442611386.824844
2024-08-23,2024-08-24,110.42802904867887,118.45207199020416,110.42802904867887,117.85477200791675,3224611393.052812,50705364500.323204
2024-08-22,2024-08-23,110.15748819801158,111.54954524801502,108.80640118289425,110.41331988201863,3661734368.445399,49518711323.86069
2024-08-21,2024-08-22,110.0646125174238,111.03010373428005,107.5475737576145,109.89025883512642,3666030461.6411457,49274763833.03919
2024-08-20,2024-08-21,111.15832762165867,114.51971875457255,109.3367012961009,109.86800255677662,4355566915.618134,50257703977.05899
2024-08-19,2024-08-20,109.67686040153716,112.46066645616898,108.63335669344093,111.36294676205804,3905304329.2020817,49566650720.583336
