Start,End,Open,High,Low,Close,Volume,Market Cap,SMA_7,SMA_30,RSI,MACD,MACD_Signal,STD,Bollinger_Upper,Bollinger_Lower,ROC
2024-09-22,2024-09-23,115.28028278565432,115.3733895002734,108.96026984774856,111.58227506911769,6010072950.119699,52580954358.854126,116.77007823252363,115.47159949993967,48.6257198104588,-1.1759620771944697,-1.5330001474420811,4.94162327217947,125.35484604429861,105.58835295558073,-8.202380809074661
2024-09-21,2024-09-22,112.76724861572109,115.3208677638216,111.5168154269124,115.3208677638216,9037420737.338268,53132486406.80016,115.95945682799075,115.03249622002653,56.006634464901275,-1.0672904227744482,-1.4398582025085547,4.962927468494067,124.95835115701466,105.1066412830384,-3.678224356055071
2024-09-20,2024-09-21,110.274006361137,116.9412634481059,108.90012398826347,112.73736821433798,12557689752.465416,53177932526.70435,114.70015633302785,114.51978549773715,52.54542632381984,-1.1760770915178824,-1.3871019803104203,4.954086563583651,124.42795862490445,104.61161237056984,-1.2485707443597005
2024-09-19,2024-09-20,103.84486834910784,110.8317995240699,103.78972822696782,109.95748973823844,11186406654.233583,50558093025.22212,113.30485380496546,114.09762471345361,54.97387897257294,-1.4696629116579203,-1.4036141665799204,4.8023638768112615,123.70235246707614,104.49289695983109,-6.552782815454361
2024-09-18,2024-09-19,101.46768218958653,102.75022910874772,98.21657130095262,102.75022910874772,7078255326.825007,47064699561.04339,111.6744906524731,113.55124206462278,44.37697367697885,-2.2578701666938628,-1.5744653666027089,5.188725039627234,123.92869214387726,103.17379198536831,-8.016598380010242
2024-09-17,2024-09-18,101.4528960115825,103.93913023388345,100.617939022418,101.43449030042125,4343019335.154898,47712827919.7033,109.35541505263724,113.07213652571023,38.56271334516957,-2.9546399704011463,-1.8505002873623964,5.775441063621885,124.623018652954,101.52125439846647,-9.094441534204755
2024-09-16,2024-09-17,101.60530146090518,101.9775742966939,99.69218565894757,101.45058567126938,3399335246.4418006,47255840061.68206,107.89047226656487,112.49573742212228,30.319237777815346,-3.4655871662819067,-2.1735176631462987,6.282666227597667,125.0610698773176,99.93040496692694,-12.027556123631244
2024-09-15,2024-09-16,105.8773517339104,106.24030619710284,101.14069202393512,101.4690683937744,2037800442.5200613,48865726731.15798,106.44572845580153,111.90817424073232,21.508720008455796,-3.824933644834445,-2.503800859483928,6.716083189293884,125.34034061932009,98.47600786214456,-9.995177285973277
2024-09-14,2024-09-15,107.20040661989508,107.60055756212893,104.90654673433396,105.78439904197889,3272660006.2489204,49638466756.04633,105.08337578125257,111.39252938624526,30.752049395998313,-3.718641020540673,-2.7467688916952775,6.835437790867841,125.06340496798094,97.72165380450957,-3.7951854904962667
2024-09-13,2024-09-14,104.70816551278004,107.55319558570976,101.8880101038883,106.9370278241985,3140752454.913682,48820772386.51473,104.25475572551838,111.1670222023704,31.77998076070112,-3.5010380528338487,-2.897622723922992,6.9078442043352695,124.98271061104094,97.35133379369987,4.074734189662577
2024-09-12,2024-09-13,102.12574412210918,105.07828203094316,102.12574412210918,104.89545710083094,3965891895.079316,48617256884.44249,103.53160820588872,110.8962143790447,31.61154657132377,-3.45351387027992,-3.0088009531943776,6.936170761974395,124.76855590299348,97.0238728550959,3.4120216803567027
2024-09-11,2024-09-12,104.48344641165644,104.60735766378389,99.0778661696868,102.15662567096132,4177097458.722255,47690751794.26905,103.44680771477638,110.57215577854618,33.991337510550835,-3.5954058200033074,-3.1261219265561637,7.199215231816718,124.9705862421796,96.17372531491274,0.6959447252278261
2024-09-10,2024-09-11,103.82754079675937,105.9774664808126,102.28007485502614,104.53273367166982,4437477370.466182,48559138728.17564,103.88941391066905,110.49089084155429,31.942024075466065,-3.4760543638040957,-3.1961084140057503,7.3376280179672335,125.16614687748876,95.81563480561982,3.0193095555052674
2024-09-09,2024-09-10,100.25506157056934,104.859800848665,98.07625663260195,103.99326920855442,3817624934.1735406,47087943863.92122,104.25265441599547,110.37742746173177,37.53987885785955,-3.3859664351922163,-3.2340800182430436,7.307005577840977,124.99143861741372,95.76341630604982,-1.6931890237554592
2024-09-08,2024-09-09,98.3711330679009,101.30503423154232,97.78161123133437,100.23696390478318,2640160268.640253,46425440833.70602,104.07663948899673,110.03414169573846,33.5954585744128,-3.5764464990000846,-3.3025533143944523,7.060365522799052,124.15487274133656,95.91341065014035,-6.265429342612771
2024-09-07,2024-09-08,96.5074585486442,99.60770421483085,95.86695520250132,98.43343524501158,5568975164.847879,45724794340.84689,103.02650180371568,109.61015830965235,24.134514443435265,-3.82879702328718,-3.407802056172998,6.8735045446105465,123.35716739887344,95.86314922043125,-6.160440151004565
2024-09-06,2024-09-07,99.8542175262416,103.321345234153,93.56701142078228,96.35851860979122,4889004060.808157,46224971152.50052,101.51528620165747,109.06285409174103,24.516464529548898,-4.148394948848349,-3.5559206347080683,6.586709893282396,122.23627387830582,95.88943430517624,-5.675703384962382
2024-09-05,2024-09-06,102.9903504786255,104.02499788218805,98.83119883558848,99.73970165805424,4355453291.063676,47403286021.84809,100.77874970983225,108.72141659799823,34.39434108290072,-4.081793024012342,-3.661095112568923,6.051502586620204,120.82442177123863,96.61841142475782,-4.585197234648197
2024-09-04,2024-09-05,98.52523276678654,103.81745231072536,95.36091366258248,103.04110095417056,5017831840.514498,46915828329.50025,100.90510332171928,108.47734968027456,50.50443265016122,-3.719736380943388,-3.6728233662438163,5.769726403542195,120.01680248735894,96.93789687319017,-0.915605655664431
2024-09-03,2024-09-04,104.1512194746286,105.65109240591138,98.46485587327014,98.46485587327014,3923970921.1901054,47799316802.88775,100.03826363623362,108.24207745800956,45.373261118403555,-3.7587401983151096,-3.690006732658075,5.213464689805681,118.66900683762093,97.8151480783982,-1.767918702322624
2024-09-02,2024-09-03,99.44128270094184,104.29923527735636,98.33178027123394,104.05895988479102,4962280129.699447,47261608779.05974,100.04764801855313,108.10185777031623,53.46212818153939,-3.3002107870939454,-3.6120475435452493,4.939607202425805,117.98107217516784,98.22264336546462,5.715054671999309
2024-09-01,2024-09-02,104.3271903951452,104.8038906130873,99.03966854317642,99.34270818091504,2809643834.722708,47761187361.28465,99.91989720085769,107.67725059234559,47.49059803581196,-3.279580064798594,-3.5455540477959184,4.725552126858654,117.12835484606289,98.22614633862828,3.096964974325145
2024-08-31,2024-09-01,106.47958044219914,107.13925961294098,103.8330086021671,104.43431317433058,3802533004.79185,49186276694.57491,100.77716547647469,107.23828849989603,48.435377549617925,-2.8198743419893333,-3.4004181066346018,3.8839039124481136,115.00609632479225,99.4704806749998,4.7068634036737445
2024-08-30,2024-08-31,107.98407405410816,108.75919322916263,102.32612763860116,106.57261014547444,4679264584.820173,47825170992.98776,102.23632141014373,106.71644423223539,49.58710713226187,-2.25699432394795,-3.1717333500972713,3.296721363125918,113.30988695848723,100.12300150598355,3.4272820831704687
2024-08-29,2024-08-30,111.12952537908834,113.49023111104265,106.75427990543008,107.99716598254922,4973315675.012343,49791746353.720825,103.41595917078585,106.2831758451353,53.564134239971125,-1.6766309458987507,-2.8727128692575676,3.1020225593873936,112.48722096391009,100.07913072636052,9.680926280487023
2024-08-28,2024-08-29,112.98141716274807,114.61428868472323,108.77937020123063,111.04874047947264,5904911317.962745,50440883373.030846,104.55990767440043,105.93305147181512,60.144900795847356,-0.9593929440156188,-2.4900488842091777,3.612048349000152,113.15714816981543,98.70895477381481,6.717134788220402
2024-08-27,2024-08-28,121.4484293536438,122.98195624215444,112.1835026299374,113.2890004697692,4874377920.877257,53782873785.03268,106.67764261675745,105.7185312396516,60.02097600098714,-0.20781088697223993,-2.03360128476179,4.232939854003057,114.18441094765771,97.25265153164548,14.038566638888362
2024-08-26,2024-08-27,123.06897906061562,124.627149579133,120.40030496492132,121.03426234684368,4361942617.288746,55037664055.288025,109.10268582562212,105.94758094533991,66.74116295925299,1.0012593175659532,-1.4266291642962414,5.665544721994414,117.27867038932874,94.61649150135108,15.8951102065497
2024-08-25,2024-08-26,123.59250217557044,124.78810328761426,119.81093715104237,122.41700102425088,4549011292.557052,54951704759.83771,112.39901337467008,106.10588032950587,72.85568721808329,2.0474301208284658,-0.7318173072712999,6.834687709800357,119.77525574910658,92.43650490990515,14.867226069764472
2024-08-24,2024-08-25,118.18938629660148,124.89006630676698,117.23267437293514,123.73050650360798,5370978659.238944,54442611386.824844,115.15561242170972,106.50672437383359,76.33361605518047,2.9485281374549004,0.004251781673940136,7.913415603767123,122.33355558136783,90.67989316629935,14.568290174948718
2024-08-23,2024-08-24,110.42802904867888,118.45207199020416,110.42802904867888,117.85477200791676,3224611393.052812,50705364500.3232,116.76734983063007,106.7158076051269,70.73618273746644,3.152195590854035,0.6338405435099591,8.304945396543024,123.32569839821295,90.10591681204085,6.128868728324055
2024-08-22,2024-08-23,110.15748819801158,111.54954524801502,108.80640118289423,110.41331988201864,3661734368.445399,49518711323.86069,117.1125146734114,106.55222267573347,59.54826282489364,2.682221538991328,1.0435167426062328,8.327615852483012,123.2074543806995,89.89699097076745,-2.538358159950338
2024-08-21,2024-08-22,110.0646125174238,111.03010373428005,107.5475737576145,109.89025883512642,3666030461.6411457,49274763833.03919,116.94701729564765,106.45731902975976,56.447522759928596,2.2417159557115838,1.283156585227303,8.268757512294775,122.99483405434931,89.9198040051702,-9.2073131158368
2024-08-20,2024-08-21,111.15832762165869,114.51971875457257,109.3367012961009,109.86800255677662,4355566915.618134,50257703977.05899,116.45830330807728,106.45433612371103,61.74113691689199,1.8692684485361752,1.4003789578890775,8.255928790056819,122.96619370382467,89.94247854359739,-10.251025888951727
2024-08-19,2024-08-20,109.67686040153716,112.46066645616898,108.63335669344092,111.36294676205804,3905304329.2020817,49566650720.583336,115.07668679596505,106.74142671215469,58.213833514914164,1.6754174499051118,1.4553866562922846,8.246010054771098,123.23344682169689,90.2494066026125,-9.995562202915009
